,label,counts
14591,劳累过度,1
14588,不休,1
14586,缺书,1
14584,子集,1
14582,中有何,1
14580,给予帮助,1
14577,人生价值,1
14576,所修,1
14574,有序,1
14572,修改意见,1
14569,校对,1
14554,闲钱,1
14552,这书能,1
14551,编好,1
14550,有光禄,1
14544,招聘广告,1
14543,烂字,1
14539,打字,1
14538,潦草,1
14534,找人用,1
14589,灯火通明,1
14600,书者,1
14637,资治通鉴,1
14601,收录,1
14636,要辑,1
14635,宋会,1
14634,五代史,1
14633,旧唐书,1
14631,书单,1
14630,书开个,1
14629,自强不息,1
14622,最全,1
14621,巨作,1
14618,以解缙,1
14613,农艺,1
14610,释藏,1
14609,而成,1
14608,三亿七千万,1
14607,二万二千八百七十七卷,1
14606,一万一千零九十五册,1
14604,七八千种,1
14603,迄明,1
14602,先秦,1
14233,钱币,1
14226,生存率,1
13731,庶无惭于,1
13922,宣力,1
13914,封者,1
13913,证书,1
13912,而世,1
13910,流和世,1
13909,大灶,1
13908,中灶,1
13907,小灶,1
13895,该类,1
13892,武校,1
13891,多重,1
13889,放满,1
13885,董事局,1
13880,自我安慰,1
13877,史笔,1
13876,骗住,1
13875,装扮,1
13863,恨铁不成钢,1
13860,叙说,1
13859,嫡母,1
13916,颁发,1
13923,80%,1
13851,修订,1
13927,单程票,1
13981,争强好胜,1
13978,任你挑,1
13972,银行家,1
13969,空白支票,1
13967,换得,1
13966,算得了,1
13965,拜倒,1
13960,简出,1
13958,射向,1
13957,弹头,1
13952,建设祖国,1
13950,问到,1
13949,功高震主,1
13944,僧服,1
13943,休闲服,1
13938,资善,1
13932,季节,1
13931,公侯,1
13929,由其子,1
13855,天不怕,1
13847,祖宗成法,1
13983,毒芽,1
13791,差者,1
13782,目录,1
13779,那多,1
13778,灭十族,1
13777,会照,1
13770,我灭,1
13768,燕贼,1
13767,强逼,1
13765,继承法,1
13762,那成,1
13761,年长,1
13757,历史纪录,1
13752,功败垂成,1
13751,次命,1
13742,自绝,1
13740,即不入,1
13738,不知所终,1
13735,无惭于,1
13733,所述,1
13732,双双,1
13786,杀人犯,1
13792,免观,1
13846,成例,1
13793,割耳,1
13841,富国强兵,1
13840,明媚,1
13837,59,1
13834,实体性,1
13833,祈怜,1
13832,上贡,1
13828,猛地,1
13822,面色苍白,1
13815,武大郎,1
13814,离了婚,1
13808,在读,1
13807,可评,1
13803,司为,1
13802,教坊,1
13800,陈迪,1
13798,之肉,1
13797,忠臣孝子,1
13796,甘否,1
13794,鼻后,1
13982,心服,1
13986,废其为,1
14225,人斗,1
14173,一观,1
14169,探寻,1
14168,安在,1
14167,隐查,1
14166,乡邑,1
14165,州郡,1
14164,行天下,1
14159,公干,1
14154,仅任,1
14144,条心,1
14132,是靖,1
14129,速回,1
14128,启事,1
14126,甚为,1
14124,寻人启事,1
14123,不瞒你说,1
14119,热锅,1
14116,之数,1
14114,主君,1
14112,死要,1
14171,先来,1
14174,致身录,1
14104,不相容,1
14179,度牒,1
14223,天斗,1
14219,权欲熏心,1
14218,61,1
14217,歪曲,1
14216,修饰,1
14210,王鸿绪,1
14204,相似之处,1
14202,捱到,1
14201,皇朝,1
14197,荒诞,1
14195,挖到,1
14192,跌下,1
14187,服装道具,1
14185,亲笔,1
14184,白金,1
14183,十两,1
14182,剃刀,1
14181,僧帽,1
14180,袈裟,1
14108,两条路,1
14087,致敬,1
13987,1408,1
14032,自妃,1
14027,王肃行,1
14026,命周,1
14024,帝以,1
14023,年三十,1
14021,成穆孙,1
14019,同母,1
14018,同父,1
14017,母弟,1
14016,子澄,1
14013,长成,1
14012,嫡出,1
14010,抚育,1
14008,王肃,1
14007,次周,1
14006,长懿文,1
14005,生五子,1
14003,相认,1
13999,环绕着,1
13993,上明君,1
14031,众子,1
14034,之服,1
14086,谨向,1
14041,礼乐,1
14084,傅斯年,1
14081,间接,1
14080,证言,1
14076,灵位,1
14073,拜谒,1
14070,曾于,1
14069,学问家,1
14066,摆列,1
14062,成祖朱,1
14061,李淑妃,1
14059,而孝陵,1
14056,异考,1
14055,国史,1
14053,找遍,1
14052,这书,1
14046,好事多磨,1
14045,由该,1
14044,冠婚,1
14043,测风,1
16679,领班,1
16680,司房,1
16685,记录在案,1
19110,雁过拔毛,1
19126,劝解,1
19125,做人情,1
19124,送点,1
19123,劝于,1
19122,如故,1
19119,王振连个,1
19116,王振找,1
19115,看于,1
19114,一针一线,1
19108,难遇,1
16687,称羡,1
19106,96,1
19100,于谦以,1
19098,腐儒,1
19097,振林峦,1
19096,浩歌,1
19095,中庭,1
19094,一诗,1
19093,口吟,1
19092,漫漫,1
19127,诗来,1
19130,线香,1
19131,本资,1
19132,民用,1
19172,巨责,1
19171,攻来,1
19170,但瓦,1
19168,低迷,1
19161,碌碌无为,1
19159,痛和辱,1
19158,知辱,1
19157,知痛,1
19151,大厦,1
19150,狂澜,1
19149,不敢当,1
19143,于谦会,1
19142,合作无间,1
19141,任间,1
19138,短长,1
19137,闾阎,1
19135,朝天,1
19134,清风两袖,1
19133,反为,1
19091,怯意,1
19090,气象万千,1
19081,赞词,1
19029,源远流长,1
19027,三项,1
19026,姚先生,1
19023,经学,1
19022,两不误,1
19021,博学之士,1
19020,任侍,1
19011,此难,1
19009,已去,1
19006,我夜,1
19001,心寒,1
18999,初掌,1
18998,暂代,1
18996,95,1
18983,人不放,1
18982,钱收,1
18980,地租,1
18978,震晕,1
18971,余威,1
18967,不放人,1
19028,第四项,1
19030,不大信,1
19076,追星族,1
19031,他夜,1
19067,说老实话,1
19063,普通家庭,1
19062,杭州市,1
19061,现属,1
19053,赵氏,1
19051,完颜宗,1
19050,金将,1
19049,1127,1
19048,向金,1
19047,初二,1
19044,金军渡,1
19043,金兵,1
19042,1126,1
19040,三百二十三,1
19039,之象,1
19038,关键词,1
19037,底气,1
19036,笑笑,1
19032,队攻,1
19173,心生,1
19180,死棋,1
19182,97,1
19365,撩起,1
19362,几拳,1
19359,脚朝,1
19358,无数只,1
19349,痛到,1
19344,评点,1
19342,越怒,1
19341,般落,1
19337,拳法,1
19335,98,1
19333,怒上,1
19332,王振已,1
19329,好几下,1
19325,毫无道理,1
19324,按理说,1
19310,新仇旧恨,1
19301,为己,1
19297,暂且,1
19296,全族,1
19292,初登,1
19363,跑得慢,1
19366,大脚,1
19289,一石激起千层浪,1
19368,打过架,1
19412,拥到,1
19410,挂到,1
19406,陈列,1
19405,三具,1
19404,踢腿,1
19403,雨点般,1
19399,连拉带,1
19397,质询,1
19395,要挟,1
19394,锁定,1
19392,颤颤悠悠,1
19387,官帽,1
19383,王竑冲,1
19382,打斗,1
19379,卷袖,1
19374,乌纱帽,1
19373,下摆,1
19372,走起路来,1
19371,外袍,1
19290,上奏声,1
19288,平民愤,1
19184,事乎,1
19231,解决办法,1
19229,耗用,1
19228,运进,1
19226,仓米,1
19225,多到,1
19224,储存,1
19219,全埋,1
19213,浙军,1
19212,陈懋,1
19211,宁阳侯,1
19208,操军,1
19207,两京备,1
19205,征调,1
19201,一人长,1
19194,投降派,1
19193,撇开,1
19191,课外读物,1
19190,完颜亮,1
19189,虞允文,1
19187,乌云密布,1
19230,指日可下,1
19234,时应,1
19279,话音未落,1
19235,取粮,1
19277,火山爆发,1
19276,活火山,1
19275,火山口,1
19272,惊涛,1
19271,国将不国,1
19270,还害,1
19267,明证,1
19266,品小官,1
19265,似锦,1
19264,权印,1
19261,两场,1
19260,大考,1
19259,几十场,1
19255,葬送在,1
19247,各路人马,1
19245,多一分,1
19244,先会,1
19242,可调,1
19241,智勇兼备,1
18966,压岁钱,1
18964,走上正轨,1
18963,先立个,1
18662,92,1
18657,心衰,1
18651,能复官,1
18645,宜章,1
18641,权在,1
18640,不坚,1
18639,身残志,1
18636,学艺,1
18635,团长,1
18634,黄埔,1
18633,心有余而力不足,1
18629,陈庆之,1
18624,多一倍,1
18619,正面人物,1
18611,穿墙,1
18610,十几米,1
18609,一跳,1
18607,张无忌,1
18606,杨过,1
18605,郭靖,1
18661,贪心,1
18665,对大,1
18601,同生,1
18666,钱氏,1
18721,中装,1
18720,草丛,1
18719,宋瑛,1
18713,王振才,1
18704,国家栋梁,1
18703,注意安全,1
18700,经得住,1
18699,做活,1
18697,做针线,1
18696,母仪天下,1
18692,原配,1
18691,莲花,1
18689,盛开,1
18686,算不清,1
18681,可憎,1
18673,纯真,1
18672,功利,1
18671,尘埃,1
18670,绝不比,1
18603,理想化,1
18600,同退,1
18739,师出,1
18537,二十万左右,1
18533,振捣,1
18529,扬威,1
18524,爱国热情,1
18522,兵制,1
18521,包藏祸心,1
18518,1443,1
18516,查货,1
18513,紧急会议,1
18510,第三路,1
18509,第二路,1
18508,第一路,1
18505,91,1
18501,地罚,1
18500,稽查队,1
18499,武力威胁,1
18498,发票,1
18497,稽查员,1
18496,外贸,1
18494,之四,1
18536,十七万左右,1
18547,两三万,1
18599,同进,1
18548,征召,1
18592,旅个,1
18590,山路,1
18588,住宿,1
18580,减低,1
18577,听得懂,1
18575,性格开朗,1
18573,几队,1
18571,临场,1
18570,拿杯,1
18569,人上,1
18568,胜之不武,1
18566,赢面,1
18565,搏击,1
18564,练过武,1
18562,全要,1
18559,分析法,1
18558,框架,1
18555,阶级本质,1
18551,显出,1
18732,战斗故事,1
18740,无功,1
18958,蛤蟆,1
18886,盘膝而坐,1
18880,汇成,1
18879,有要,1
18874,君为,1
18873,皇籍,1
18871,万一把,1
18869,再召,1
18866,生是,1
18861,热锅上的蚂蚁,1
18860,宫太后,1
18859,天塌,1
18857,94,1
18855,万支,1
18854,神箭,1
18852,九十余,1
18850,圆牌,1
18849,一百二十余,1
18848,余顶,1
18847,三千八百,1
18846,所遗,1
18881,识人,1
18892,自别,1
18843,一十八,1
18895,王后,1
18954,袁彬用,1
18952,先为,1
18949,必可得,1
18941,桂河,1
18940,影片,1
18939,抢匪,1
18931,有礼有节,1
18927,如玉,1
18926,温润,1
18917,真笨,1
18914,能得个,1
18913,他大怒,1
18912,拍个,1
18910,仇家,1
18905,国仇,1
18904,虽无家,1
18900,先之弟,1
18899,子额森,1
18897,三选,1
18845,杨洪报,1
18839,神枪,1
18745,有钱人,1
18792,脱困,1
18787,猜得到,1
18786,二十五里,1
18783,所率,1
18774,怨气冲天,1
18771,小恩小惠,1
18770,施以,1
18769,明察秋毫,1
18767,现命,1
18765,必会,1
18762,王振有,1
18761,远路,1
18756,一错再错,1
18755,93,1
18754,穷学官,1
18753,王振带,1
18752,新车,1
18751,老小,1
18748,喇叭,1
18746,开着车,1
18790,运到,1
18793,猝不及防,1
18837,六千余,1
18799,越出,1
18836,堡拾,1
18834,杨俊,1
18830,诛此,1
18829,捶烂,1
18828,扯住,1
18827,赶上去,1
18824,一扫而光,1
18820,衣甲,1
18819,骡马,1
18816,永和,1
18815,丁铉,1
18814,王佐,1
18813,殒命,1
18812,人人平等,1
18808,奋长,1
18807,阵而入,1
18805,邝埜所料,1
18803,充耳不闻,1
18800,王振以,1
19416,说句话,1
19418,生命安全,1
19419,中缓,1
20044,104,1
20040,三两下,1
20038,呐喊助威,1
20037,拉拉队,1
20033,正酣,1
20032,喜剧效果,1
20030,呐喊助阵,1
20027,退入,1
20023,越杀,1
20022,白刃战,1
20019,主战场,1
20016,正对,1
20013,债务,1
20012,欠下,1
20011,堡和阳,1
20008,接风洗尘,1
20006,列好,1
20005,黑脚,1
20004,猛下,1
20002,人而战,1
20043,下干,1
20045,碎尸万段,1
19998,抵不住,1
20047,领悟到,1
20083,三败,1
20080,融化,1
20077,下台阶,1
20076,击碎,1
20074,驻营,1
20073,砖土,1
20072,破关,1
20071,做此,1
20069,物理学,1
20068,而罗通,1
20066,天不绝人,1
20065,先所料,1
20062,咽喉,1
20060,西北风,1
20058,想同,1
20056,难逢敌手,1
20050,争投,1
20049,吝啬,1
20048,屋顶,1
19999,单论,1
19994,巨斧,1
20086,连老命,1
19951,醒醒,1
19947,归为己,1
19946,无法比拟,1
19944,完败,1
19941,打晕,1
19940,拔腿,1
19939,揭瓦,1
19938,上房,1
19936,活靶子,1
19934,放空枪,1
19932,开凿,1
19930,地道战,1
19928,一霎间,1
19921,当瓦,1
19917,扬起,1
19914,空舍,1
19912,求战,1
19908,求胜,1
19905,边儿,1
19904,杀去,1
19949,于谦给,1
19952,输在,1
19993,宣花斧,1
19953,再赌,1
19989,手舞,1
19987,勇武,1
19986,口喊,1
19985,三脚,1
19984,见树,1
19983,无风要,1
19980,外时,1
19978,加紧训练,1
19977,这仅,1
19971,并活,1
19966,刻骨铭心,1
19965,互有输赢,1
19964,道具,1
19963,做边,1
19962,先算,1
19961,例外情况,1
19959,103,1
19957,卓著,1
19955,耐性,1
20085,无算,1
20087,远在天边,1
19897,改攻,1
20253,旁列,1
20251,所居止,1
20250,车马,1
20248,一南侵,1
20246,不纳,1
20245,天寒,1
20243,险恶用心,1
20241,竭尽忠诚,1
20239,哈铭则,1
20235,闯过,1
20234,其害,1
20231,身残志坚,1
20225,更难,1
20222,电极,1
20221,积雨云,1
20219,乘马,1
20218,森所,1
20217,震死额,1
20216,夜大,1
20213,狂风,1
20252,毡帐,1
20261,感人至深,1
20209,制订,1
20262,昼夜,1
20308,正愁,1
20307,唆使,1
20305,两刀,1
20303,我聘,1
20292,老戏,1
20291,106,1
20288,异乡,1
20284,压其,1
20283,以身,1
20277,亲密无间,1
20275,温帝,1
20274,以胁,1
20273,体温,1
20271,冻得,1
20270,下降时,1
20269,夜幕降临,1
20268,被褥,1
20266,自理能力,1
20263,温差,1
20210,十几里,1
20206,人盾,1
20088,一觉,1
20147,前缀,1
20141,公式化,1
20138,缔造,1
20137,云开雾散,1
20136,坚如磐石,1
20131,其营,1
20129,发大,1
20128,猛醒,1
20126,齐放,1
20122,梦乡,1
20120,启迪,1
20118,先进事迹,1
20117,所杀,1
20114,写些,1
20108,灵活处理,1
20105,于谦有,1
20102,焰火,1
20095,惋惜,1
20094,先带,1
20091,较远,1
20143,105,1
20152,第三把手,1
20203,歌舞,1
20153,老子天下第一,1
20202,黑松林,1
20201,催生,1
20197,见帝,1
20196,其妻,1
20193,怀有敌意,1
20189,辱骂,1
20186,还活,1
20183,狼窝虎穴,1
20178,先营,1
20175,因功,1
20169,赠送,1
20167,喜上,1
20165,乐得,1
20164,害则,1
20163,归额森,1
20162,利多,1
20160,打胜,1
20158,宏图,1
20155,兵多将广,1
19902,争先,1
19896,难攻,1
19425,思考者,1
19617,收都,1
19614,言犹在耳,1
19612,音信,1
19607,登有姻,1
19606,姻亲,1
19605,郭登有,1
19599,镇臣,1
19597,狠棋,1
19591,天已,1
19589,杨洪会,1
19586,引狼入室,1
19582,撞门,1
19581,地归,1
19580,两座,1
19578,尽量避免,1
19574,撑过,1
19572,独死,1
19571,诸君,1
19551,先叫,1
19550,废物利用,1
19616,封印,1
19618,伪书,1
19545,树边,1
19619,自今,1
19669,十一天,1
19668,101,1
19662,此关,1
19661,飘摇不定,1
19653,概论,1
19650,不单是,1
19649,其家,1
19648,诏恤,1
19646,孙祥开,1
19645,弃关,1
19640,因公殉职,1
19638,评不上,1
19635,先仅,1
19634,猛虎下山,1
19633,掩体,1
19632,王振所,1
19623,冲上,1
19622,意念,1
19620,有书悉,1
19546,烦躁,1
19543,甜蜜,1
19675,归瓦,1
19484,认不全,1
19477,金卡,1
19476,限额,1
19475,地刷,1
19474,信用卡,1
19472,开到,1
19466,此刑,1
19465,受刑,1
19462,查收,1
19459,直何,1
19458,虽百王,1
19457,公矣,1
19456,正赖,1
19451,恍如隔世,1
19445,四溅,1
19443,屠宰场,1
19439,都动,1
19438,当死,1
19437,顺等罪,1
19433,排众,1
19481,假货,1
19487,非己,1
19540,零取,1
19490,攻过来,1
19539,整存,1
19538,无价之宝,1
19536,近几天,1
19531,关隘,1
19529,休息日,1
19528,修补,1
19523,成瘾者,1
19522,第一口,1
19515,戒除,1
19514,复吸,1
19511,药物性,1
19510,成瘾性,1
19506,成就感,1
19501,承担风险,1
19500,新旧,1
19495,私计,1
19494,非为,1
19493,诚忧,1
19491,灭国,1
19674,稀珍,1
19677,必兴,1
19895,该门,1
19851,厅局级,1
19840,其兵锋,1
19838,数百人,1
19834,以万钧,1
19832,腰刀,1
19830,主演,1
19829,替换,1
19828,福寿,1
19827,高礼,1
19823,102,1
19821,曾郁,1
19815,一指,1
19814,亚历山大,1
19813,马其顿,1
19808,雄辩家,1
19807,雅典,1
19806,瞻前,1
19804,天花乱坠,1
19803,倒流,1
19801,呼之即来,1
19850,中一,1
19853,他放回,1
19790,方有生,1
19860,驻瓦,1
19893,小部,1
19891,路径,1
19890,开局,1
19885,立于,1
19884,马出城,1
19878,连狗,1
19877,张望,1
19875,非所敢,1
19874,撂下,1
19873,嫌小,1
19872,不予考虑,1
19871,仅限,1
19870,谈判代表,1
19868,外交史,1
19867,这谈,1
19864,其身,1
19863,空乏,1
19862,体肤,1
19861,劳其筋骨,1
19793,必蹈,1
19788,城者,1
19679,七字,1
19748,先率,1
19745,否决权,1
19740,八十多年,1
19739,军威,1
19737,城前,1
19732,善加,1
19730,事官,1
19727,方出,1
19721,父业,1
19720,渭南,1
19716,于谦所,1
19710,二万人,1
19709,除法,1
19708,三环,1
19697,同一时间,1
19696,二十几万,1
19694,充任,1
19692,十五位,1
19688,透过,1
19686,粮足,1
19746,召集人,1
19752,岂惧,1
19786,吴宁,1
19755,众臣,1
19785,从于,1
19783,儒雅,1
19782,连坐法,1
19781,军战,1
19780,前队,1
19777,军先,1
19774,战端,1
19772,好去处,1
19771,顾兴祖,1
19770,汤节,1
19769,刘得,1
19768,李端,1
19766,朱瑛,1
19764,富含,1
19761,心惊,1
19760,杀惯,1
19758,皆惊,1
19757,举座,1
19756,查到,1
18487,肉制,1
18486,保护措施,1
18485,倾销,1
17347,朝发夕至,1
17342,封喉,1
17341,一剑,1
17340,那一剑,1
17339,往死里整,1
17338,透着,1
17336,品来,1
17335,熟察,1
17334,考虑一下,1
17333,先夸,1
17332,还装,1
17330,时不再来,1
17325,比武,1
17323,推说,1
17322,深恐,1
17321,整怕,1
17317,牢狱之灾,1
17314,自我改造,1
17313,这一击,1
17310,常居京邸,1
17345,广饶,1
17348,好棋,1
17304,改封,1
17349,储君之,1
17378,特种行业,1
17377,劳动保险,1
17374,中青年,1
17373,喜剧色彩,1
17372,他太多,1
17370,宅第,1
17369,车子,1
17368,方丈,1
17367,从穷,1
17366,同吃同住,1
17364,年过花甲,1
17363,耗干,1
17359,毒品,1
17356,82,1
17354,动土,1
17353,和平演变,1
17352,阴谋活动,1
17351,死心,1
17350,必要条件,1
17308,既受,1
17303,我演,1
17384,挣下,1
17247,人穷志,1
17238,摘掉,1
17236,左右摇摆,1
17233,承担责任,1
17230,锐利,1
17228,凡所稽,1
17225,接驾,1
17213,早死,1
17211,越旺,1
17210,越烧,1
17209,精心组织,1
17208,马夫,1
17206,黄淮,1
17205,推波助澜,1
17204,说坏话,1
17196,形象工程,1
17195,芝麻绿豆,1
17192,北巡,1
17190,始见,1
17183,师兄弟,1
17244,无私援助,1
17248,患难见真情,1
17302,戏霸,1
17249,入骨,1
17300,厂商,1
17298,大坏蛋,1
17292,十分相似,1
17291,演员阵容,1
17288,先演,1
17285,李元吉,1
17281,花痴,1
17279,再配,1
17277,写真,1
17276,拍些,1
17273,尚感,1
17272,三伏天,1
17271,观之,1
17268,岂不类,1
17265,忘形,1
17263,81,1
17260,心忧,1
17251,独宥,1
17250,士奇,1
17380,窑子,1
17387,各为其主,1
17178,长拳,1
17558,六千多,1
17552,抢得,1
17551,互残,1
17549,84,1
17539,肩负,1
17537,排除法,1
17535,寡言,1
17534,验尸,1
17533,逗你玩,1
17530,死无对证,1
17529,擅离职守,1
17527,死文字,1
17523,穿插,1
17522,坦率地,1
17513,急起,1
17512,睡意全消,1
17511,触电,1
17506,帝已,1
17503,失踪人口,1
17501,老年人,1
17555,赶下去,1
17562,心无旁,1
17496,1419,1
17563,顾地,1
17601,神来之笔,1
17597,无出其右,1
17592,六十五,1
17590,强撑,1
17589,川后,1
17588,榆木,1
17584,表露,1
17582,后会,1
17579,周身,1
17578,翠微,1
17577,驰骋疆场,1
17576,时远出,1
17575,时靖,1
17573,搜寻,1
17571,惯犯,1
17569,纳木尔河,1
17568,达达兰,1
17567,第五次,1
17565,同等,1
17499,毫无音信,1
17494,召胡,1
17389,之辈,1
17449,逛遍,1
17446,夺下来,1
17445,罪恶感,1
17443,八十四,1
17439,恶魔,1
17430,见天日,1
17429,从溥,1
17428,过溥,1
17426,主录,1
17422,消防队员,1
17421,隐灭,1
17411,分毫不取,1
17410,抓紧,1
17409,有望,1
17408,争口气,1
17405,苦行僧,1
17399,姊不纳,1
17397,分享,1
17395,最亲,1
17393,密友,1
17447,迁过去,1
17451,三十一岁,1
17493,1416,1
17452,其实不然,1
17491,83,1
17489,没有同伴,1
17488,两湖,1
17486,价值连城,1
17484,逃亡者,1
17482,何需,1
17473,值此,1
17471,厅级,1
17470,退休年龄,1
17469,拉尔,1
17468,面面相觑,1
17467,开进,1
17465,蜕变,1
17463,沙珲,1
17462,减退,1
17459,年届花甲,1
17457,1422,1
17455,不绝,1
17454,噩梦般,1
17181,武当派,1
17169,群而不党,1
17603,写评,1
16850,明理,1
16843,说读,1
16842,穷点,1
16838,谋生之道,1
16835,穷志,1
16834,微薄,1
16833,贫困地区,1
16832,教得,1
16831,教务处,1
16830,时去,1
16827,家境贫困,1
16825,贬职,1
16824,因罪,1
16820,辱没,1
16819,其志,1
16816,再养,1
16815,姓罗,1
16814,杨姓,1
16813,从今往后,1
16812,亡故,1
16847,不枉,1
16856,学印,1
16810,小男孩,1
16858,丢枪,1
16911,敌友,1
16910,78,1
16909,马首,1
16908,迎于,1
16905,上行下效,1
16903,之职,1
16897,战斗英雄,1
16894,杨子荣,1
16882,刚出道,1
16880,老成,1
16879,青少年,1
16878,卷入,1
16876,文史,1
16871,流浪生活,1
16870,混子,1
16868,费时费力,1
16867,引号,1
16866,要画,1
16859,几十份,1
16811,土块,1
16809,杨家,1
16916,心悦诚服,1
16739,举足轻重,1
16727,不遂,1
16726,人所想,1
16723,军打进,1
16721,群众性,1
16720,洪灾,1
16717,抬头不见低头见,1
16715,没水,1
16714,正应,1
16713,使司,1
16712,刑按察,1
16707,事在人为,1
16705,使见,1
16704,平级,1
16703,投身于,1
16701,逞凶,1
16694,供奉,1
16693,小厅,1
16692,大厅,1
16688,先天性,1
16733,分居,1
16741,犯难,1
16807,感觉得到,1
16742,眼一,1
16806,差别待遇,1
16804,强令,1
16801,血亲,1
16792,子理,1
16790,叫罗性,1
16783,四五十岁,1
16782,下生,1
16775,杨美,1
16773,很苦,1
16771,闹革命,1
16766,博古,1
16765,77,1
16759,繁荣富强,1
16757,有好有坏,1
16754,军闹,1
16750,省会,1
16747,发令,1
16746,大省,1
16745,处理事务,1
16912,恐怖分子,1
16918,祭陵,1
17168,礼贤下士,1
17097,丞耿通,1
17093,定时炸弹,1
17092,一颗颗,1
17088,长于,1
17085,重金收买,1
17079,广收朝,1
17071,立召,1
17069,上感,1
17059,父子情,1
17058,触其怒,1
17056,虎为,1
17055,上题,1
17052,亲来,1
17051,幼虎,1
17050,画中,1
17049,预先安排,1
17045,于立,1
17044,君不立长,1
17041,像头,1
17040,胖得,1
17095,多项,1
17098,事无大,1
17036,错怪,1
17099,过误,1
17165,内想,1
17162,干少,1
17161,干多,1
17157,二十二条,1
17150,储君,1
17145,仁怀,1
17140,左中允,1
17135,入住,1
17132,闹市区,1
17129,灵活运用,1
17127,穿得,1
17125,流动人口,1
17122,兼职教师,1
17115,戴得,1
17111,失出,1
17108,无赦,1
17106,阴沉,1
17104,地演,1
17102,借题发挥,1
17038,抵赖,1
17034,更恨,1
16919,遏陵乎,1
16982,蚊虫,1
16976,要够,1
16969,人都关,1
16968,降低标准,1
16967,低者,1
16960,政治立场,1
16958,党员,1
16957,石首,1
16955,临危不惧,1
16954,周密计划,1
16953,宝贵时间,1
16951,之权,1
16947,宣诏,1
16945,第一份,1
16940,一换,1
16938,找阁,1
16928,遮羞布,1
16924,不先,1
16921,梦中人,1
16920,一语惊醒,1
16979,高等级,1
16983,评比,1
17032,多疾,1
16984,直辖,1
17031,勉之,1
17030,拼老命,1
17028,英俊,1
17027,一表人才,1
17025,79,1
17023,个人简介,1
17022,刑满释放,1
17020,尚在否,1
17015,诸子,1
17011,大吃一顿,1
17008,自生自灭,1
17004,铁汉,1
17003,新闻报道,1
17002,礼堂,1
16997,选择权,1
16996,没人审,1
16991,攻关,1
16988,抗拒从严,1
16986,对犯,1
17602,下本,1
17605,文皇,1
18483,搅扰,1
18207,傻事,1
18205,官辈,1
18204,训女,1
18201,各市,1
18199,生儿育女,1
18197,并票,1
18196,89,1
18193,格局,1
18192,仅此,1
18189,抓权,1
18187,代理人,1
18186,懒虫,1
18181,立废,1
18179,危及,1
18175,徐瑾,1
18174,会有,1
18173,李振,1
18169,贪杯,1
18168,旷工,1
18160,当马,1
18206,不干学官,1
18212,虽成,1
18154,忠言逆耳,1
18213,儒士,1
18269,阻拦着,1
18267,带大,1
18265,宫刑,1
18254,武有,1
18253,文有,1
18251,1435,1
18249,收视率,1
18248,花好月圆,1
18242,溢美之词,1
18241,黄金时代,1
18239,少活,1
18237,相同之处,1
18236,被合,1
18233,严格管理,1
18231,宣宗,1
18228,小学文化,1
18227,所不为,1
18220,良好氛围,1
18217,妻子儿女,1
18159,放风筝,1
18152,心地善良,1
18278,献丑,1
18101,监局,1
18096,轻如鸿毛,1
18095,轻者,1
18093,重者,1
18091,轻重,1
18090,冷热,1
18088,被称作,1
18087,八司,1
18086,四局,1
18085,88,1
18081,往上升,1
18080,监丞再,1
18077,当典,1
18066,抢手,1
18063,通俗易懂,1
18061,起人来,1
18055,参权,1
18054,学点,1
18050,而读,1
18049,拦路抢劫,1
18099,努力下去,1
18102,章奏,1
18151,运动健将,1
18104,抄下来,1
18149,各站,1
18147,权分立,1
18144,坐江山,1
18140,烛光,1
18136,扫雪,1
18135,秋扫,1
18134,清洁卫生,1
18133,知监,1
18132,直殿,1
18130,一武,1
18121,茶余饭后,1
18120,而会,1
18118,努力奋斗,1
18117,出监,1
18116,展览馆,1
18112,这状,1
18110,代皇帝,1
18108,官想,1
18107,乱发,1
18276,王振要,1
18279,再练,1
18045,启蒙运动,1
18450,抬高,1
18446,各取所需,1
18445,对外贸易,1
18444,牛羊马,1
18442,小商小贩,1
18441,外交使节,1
18436,千余头,1
18428,家家户户,1
18418,纺纱,1
18415,哈密,1
18413,壮志未酬,1
18412,1439,1
18411,局限于,1
18409,1434,1
18405,称霸,1
18403,不假,1
18400,硬要,1
18399,愤慨,1
18398,权和钱,1
18395,立给,1
18447,贸易顺差,1
18455,全盘接受,1
18388,连朝,1
18456,只此一家,1
18481,好马,1
18479,劣质,1
18476,农产品,1
18475,养大后,1
18474,沙漠化,1
18473,羊毛衫,1
18472,天然资源,1
18471,误工费,1
18469,人工成本,1
18468,品是,1
18466,现货供应,1
18465,而手,1
18464,来换,1
18462,大大增加,1
18461,数贡,1
18460,剧增,1
18459,需求量,1
18458,用具,1
18457,别无分店,1
18392,横扫千军,1
18386,留情,1
18282,不仅如此,1
18338,90,1
18330,王振叫,1
18317,王振吓,1
18314,熟练度,1
18310,王振大,1
18309,顿异,1
18308,恶煞,1
18305,王振入,1
18303,命后,1
18302,王振得,1
18301,来绝,1
18300,似懂非懂,1
18298,齐后,1
18297,1436,1
18296,永远的痛,1
18294,光说不练,1
18293,吓死人,1
18292,说论,1
18290,代生,1
18283,废立,1
18336,修来,1
18341,王山为,1
18382,王振气,1
18344,叔伯,1
18380,陈醋,1
18377,手迹,1
18376,移走,1
18375,便命,1
18373,奖状,1
18370,立在,1
18369,铸上,1
18368,铁碑,1
